Name,Email Address,Q1,Q2,Q3,Q4,Risk Aversion Score
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,,0,NA,NA,NA,0
,#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
,#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
,#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
,#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
,#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
,#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
#REF! (Unresolved sheet name 'Form Responses 1'.),#REF! (Unresolved sheet name 'Form Responses 1'.),0,NA,NA,NA,0
